,INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
311,Escola Pública,ALUNO-312,2,J,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.1,7.5,8.5,5.8,8.2,10.0
312,Escola Pública,ALUNO-313,0,F,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,10.0,7.5,6.5,7.5,6.7,10.0
314,Escola Pública,ALUNO-315,4,A,Sim,9.4,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,10.0,9.38,8.6,8.9,9.8,10.0
315,Escola Pública,ALUNO-316,2,M,Não,6.4,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.42,7.7,7.5,0.0,8.0,7.9,10.0
317,Escola Pública,ALUNO-318,0,B,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,7.5,10.0,7.5,6.9,5.0
318,Escola Pública,ALUNO-319,2,B,Não,7.1,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.5,7.5,2.0,7.5,7.4,10.0
320,Escola Pública,ALUNO-321,6,A,Não,4.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",4.58,2.0,7.5,2.0,6.41,6.3,10.0
322,Rede Decisão/União,ALUNO-323,1,B,Não,6.0,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,9.1,5.0,4.5,2.5,6.4,5.0
323,Escola Pública,ALUNO-324,6,A,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,7.9,7.5,6.6,8.59,8.3,10.0
327,Escola Pública,ALUNO-328,3,M,Não,6.8,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,4.1,7.5,9.0,7.97,7.21,5.0
328,Rede Decisão/União,ALUNO-329,7,B,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,8.6,7.5,7.0,7.97,7.6,10.0
329,Escola Pública,ALUNO-330,1,F,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,7.9,7.5,8.5,7.5,8.0,5.0
331,Escola Pública,ALUNO-332,1,H,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.2,7.5,10.0,7.2,7.4,5.0
334,Escola Pública,ALUNO-335,0,B,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,10.0,4.38,9.5,2.5,5.1,10.0
336,Rede Decisão/União,ALUNO-337,5,B,Sim,8.9,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,9.9,10.0,7.0,9.1,9.1,10.0
337,Escola Pública,ALUNO-338,7,A,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,2.1,7.5,4.3,7.3,6.5,10.0
338,Escola Pública,ALUNO-339,3,C,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,9.7,7.5,7.3,8.7,8.4,5.0
339,Escola Pública,ALUNO-340,3,C,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,9.4,7.5,7.0,8.5,6.8,5.0
341,Rede Decisão/União,ALUNO-342,2,B,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.2,5.63,8.0,5.3,8.5,10.0
342,Escola Pública,ALUNO-343,3,J,Sim,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,8.1,7.5,8.0,8.0,9.0,2.5
343,Escola Pública,ALUNO-344,6,A,Não,4.3,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,3.8,5.0,0.0,6.72,7.08,10.0
344,Escola Pública,ALUNO-345,0,F,Não,4.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,10.0,7.5,10.0,7.5,5.75,10.0
345,Escola Pública,ALUNO-346,1,A,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,8.0,7.5,9.5,7.1,7.7,10.0
347,Escola Pública,ALUNO-348,0,D,Não,7.79,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,6.25,9.5,2.5,7.83,5.0
348,Escola Pública,ALUNO-349,0,C,Sim,9.2,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,7.5,10.0,10.0,1.0,5.0
352,Escola Pública,ALUNO-353,2,G,Não,7.1,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,8.3,6.25,6.0,7.9,6.9,5.0
353,Escola Pública,ALUNO-354,4,F,Não,4.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,3.4,4.38,0.0,7.97,6.6,5.0
354,Escola Pública,ALUNO-355,1,N,Não,6.4,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,8.1,5.0,4.0,7.7,7.3,5.0
358,Escola Pública,ALUNO-359,2,F,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,9.3,7.5,7.0,7.7,7.7,10.0
360,Escola Pública,ALUNO-361,1,F,Não,5.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,4.3,5.63,0.0,8.0,7.6,10.0
363,Escola Pública,ALUNO-364,1,B,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.9,4.38,7.5,6.0,7.1,10.0
364,Rede Decisão/União,ALUNO-365,5,G,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,9.6,5.0,6.6,8.59,9.1,10.0
366,Escola Pública,ALUNO-367,3,F,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.4,7.5,6.6,8.0,8.1,10.0
369,Escola Pública,ALUNO-370,3,G,Sim,8.6,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,9.9,7.5,6.5,8.7,9.1,10.0
370,Rede Decisão/União,ALUNO-371,7,B,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,7.8,5.0,7.3,5.78,7.42,10.0
371,Escola Pública,ALUNO-372,2,E,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.0,5.0,6.0,7.5,6.83,5.0
372,Escola Pública,ALUNO-373,3,M,Não,6.2,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,5.0,5.63,5.6,8.0,6.6,5.0
374,Rede Decisão/União,ALUNO-375,2,B,Sim,9.3,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.5,7.5,9.5,9.6,9.58,10.0
376,Rede Decisão/União,ALUNO-377,3,G,Não,7.4,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,6.7,4.38,6.0,8.5,8.1,10.0
377,Rede Decisão/União,ALUNO-378,5,G,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,9.7,3.75,7.0,8.0,8.2,10.0
378,Escola Pública,ALUNO-379,3,H,Não,1.7,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,6.6,5.0,4.1,6.0,4.8,5.0
380,Escola Pública,ALUNO-381,0,D,Não,6.4,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.8,2.5,8.5,2.5,4.17,5.0
382,Escola Pública,ALUNO-383,0,E,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,6.88,7.5,7.8,7.5,5.0
384,Escola Pública,ALUNO-385,3,R,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,8.6,7.5,6.0,7.7,7.6,5.0
386,Escola Pública,ALUNO-387,2,R,Não,6.2,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,5.6,4.38,6.0,7.0,7.2,5.0
387,Escola Pública,ALUNO-388,2,C,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,8.8,7.5,5.5,7.0,7.2,5.0
388,Escola Pública,ALUNO-389,5,A,Sim,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,9.0,7.5,9.3,8.5,9.0,5.0
389,Escola Pública,ALUNO-390,5,A,Não,7.4,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,5.3,7.5,7.6,7.7,7.39,10.0
392,Escola Pública,ALUNO-393,2,F,Não,7.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,7.5,6.88,4.2,7.0,7.8,10.0
393,Rede Decisão/União,ALUNO-394,4,F,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,5.3,5.0,6.3,6.2,6.1,5.0
395,Escola Pública,ALUNO-396,4,A,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,9.1,7.5,8.0,8.0,6.11,5.0
396,Rede Decisão/União,ALUNO-397,3,B,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.5,4.38,6.6,7.5,6.7,10.0
398,Escola Pública,ALUNO-399,2,P,Não,4.2,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",0.0,4.6,6.88,0.0,7.7,6.7,5.0
399,Escola Pública,ALUNO-400,1,C,Não,4.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,4.3,3.75,0.0,7.2,7.5,5.0
400,Escola Pública,ALUNO-401,3,L,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,9.9,7.5,6.1,7.97,8.4,10.0
403,Rede Decisão/União,ALUNO-404,3,L,Não,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.9,4.38,6.6,8.59,8.5,10.0
405,Escola Pública,ALUNO-406,1,D,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.8,7.5,9.5,7.1,7.2,5.0
406,Rede Decisão/União,ALUNO-407,3,L,Sim,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",5.83,9.9,5.0,7.6,8.59,9.1,10.0
407,Escola Pública,ALUNO-408,0,C,Não,9.3,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,10.0,10.0,10.0,7.5,8.3,10.0
413,Escola Pública,ALUNO-414,2,P,Não,5.7,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.9,8.0,7.5,0.0,8.5,6.8,5.0
415,Escola Pública,ALUNO-416,2,G,Não,7.7,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.7,6.25,7.0,7.7,8.22,5.0
420,Escola Pública,ALUNO-421,3,A,Não,7.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,5.9,7.5,7.6,7.66,7.2,5.0
423,Escola Pública,ALUNO-424,1,G,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,8.8,7.5,9.0,7.1,7.4,5.0
424,Escola Pública,ALUNO-425,3,H,Não,7.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,6.2,7.5,7.3,6.6,5.6,10.0
425,Escola Pública,ALUNO-426,1,K,Não,6.6,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,6.5,7.5,5.0,7.2,7.8,5.0
430,Escola Pública,ALUNO-431,0,F,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,9.8,6.88,8.5,2.5,3.8,5.0
434,Escola Pública,ALUNO-435,4,B,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.5,8.8,7.5,5.3,8.7,8.0,5.0
436,Escola Pública,ALUNO-437,1,C,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,8.5,7.5,5.5,7.9,7.3,10.0
438,Escola Pública,ALUNO-439,4,L,Não,4.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.58,3.6,7.5,0.0,7.9,6.0,5.0
440,Escola Pública,ALUNO-441,2,J,Não,7.5,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,7.4,6.25,8.5,5.0,6.7,10.0
441,Escola Pública,ALUNO-442,0,F,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,10.0,7.5,9.5,7.5,7.33,5.0
442,Escola Pública,ALUNO-443,2,P,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,9.7,7.5,6.0,8.7,7.7,5.0
444,Escola Pública,ALUNO-445,1,M,Não,6.6,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,6.3,7.5,4.7,7.1,7.9,5.0
446,Escola Pública,ALUNO-447,0,G,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,10.0,5.0,9.5,2.5,5.0,5.0
447,Escola Pública,ALUNO-448,2,R,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,8.9,9.38,1.5,8.5,8.4,10.0
448,Escola Pública,ALUNO-449,1,N,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,9.2,7.5,10.0,7.5,7.2,10.0
449,Escola Pública,ALUNO-450,4,E,Não,6.9,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,6.4,7.5,6.6,8.4,7.2,5.0
450,Escola Pública,ALUNO-451,1,E,Não,7.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,8.0,6.25,4.5,7.0,7.9,10.0
452,Escola Pública,ALUNO-453,1,G,Não,5.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,6.1,7.5,0.0,8.0,7.7,5.0
454,Escola Pública,ALUNO-455,2,F,Sim,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,9.3,7.5,7.0,7.7,9.2,10.0
456,Escola Pública,ALUNO-457,1,J,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.0,7.1,5.63,0.0,6.0,7.8,10.0
457,Escola Pública,ALUNO-458,1,C,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,6.2,7.5,0.0,7.2,7.3,5.0
458,Escola Pública,ALUNO-459,5,L,Não,5.9,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.67,6.9,3.13,3.6,8.0,7.6,5.0
459,Escola Pública,ALUNO-460,5,G,Sim,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.58,9.0,4.38,6.3,8.59,8.9,10.0
461,Escola Pública,ALUNO-462,5,B,Não,7.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,8.2,7.5,6.0,8.3,7.6,5.0
462,Rede Decisão/União,ALUNO-463,3,L,Não,8.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.75,9.7,5.0,8.0,8.59,7.5,10.0
