,INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2020,TURMA_2022,PONTO_VIRADA_2020,INDE_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
1217,Rede Decisão/União,ALUNO-1218,7,B,Sim,8.8,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.5,7.5,7.5,8.91,9.4,10.0
1218,Escola Pública,ALUNO-1219,4,B,Sim,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.33,9.7,7.5,3.8,8.9,8.9,10.0
1221,Rede Decisão/União,ALUNO-1222,7,B,Não,7.5,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,6.6,6.88,7.0,7.3,7.3,10.0
1222,Escola Pública,ALUNO-1223,1,R,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.6,7.5,9.5,8.7,8.78,5.0
1224,Escola Pública,ALUNO-1225,2,P,Não,5.9,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.9,8.0,7.5,0.0,8.5,7.9,5.0
1225,Escola Pública,ALUNO-1226,1,R,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.1,5.63,9.5,8.7,8.6,5.0
1227,Escola Pública,ALUNO-1228,2,N,Não,7.6,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.92,8.5,7.5,6.5,7.9,6.8,10.0
1228,Escola Pública,ALUNO-1229,1,J,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,9.2,5.63,8.0,5.2,7.2,10.0
1229,Rede Decisão/União,ALUNO-1230,3,L,Não,7.5,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.25,9.7,7.5,4.6,8.4,7.0,10.0
1230,Escola Pública,ALUNO-1231,2,E,Não,6.0,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",0.0,7.0,4.38,7.0,6.6,7.9,5.0
1231,Escola Pública,ALUNO-1232,2,H,Não,6.0,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.2,7.5,0.0,7.1,7.2,5.0
1236,Escola Pública,ALUNO-1237,2,G,Não,6.9,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.9,8.3,7.5,5.5,7.5,7.1,5.0
1237,Escola Pública,ALUNO-1238,1,F,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.4,8.8,7.5,10.0,7.0,8.0,10.0
1240,Escola Pública,ALUNO-1241,2,G,Não,4.1,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,2.1,7.5,0.0,7.0,6.6,10.0
1243,Escola Pública,ALUNO-1244,1,B,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,8.9,7.5,9.5,8.0,7.7,10.0
1247,Rede Decisão/União,ALUNO-1248,3,G,Não,8.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,9.2,6.88,7.6,8.5,8.0,10.0
1248,Rede Decisão/União,ALUNO-1249,5,F,Sim,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.17,7.9,6.25,6.0,8.59,9.1,10.0
1249,Escola Pública,ALUNO-1250,3,R,Não,6.4,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.67,5.0,7.5,3.3,8.0,7.94,10.0
1250,Escola Pública,ALUNO-1251,3,M,Não,7.6,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,6.7,10.0,7.6,7.7,7.7,5.0
1251,Escola Pública,ALUNO-1252,6,B,Não,5.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,6.5,7.5,3.1,7.1,6.9,10.0
1252,Escola Pública,ALUNO-1253,0,G,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,10.0,5.63,10.0,2.5,6.3,5.0
1253,Escola Pública,ALUNO-1254,2,D,Não,6.5,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,3.5,6.88,8.0,7.8,7.0,5.0
1255,Escola Pública,ALUNO-1256,4,A,Não,5.3,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,4.6,7.5,0.0,7.9,8.2,5.0
1256,Escola Pública,ALUNO-1257,3,M,Não,7.6,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,6.8,7.5,8.0,7.97,8.1,5.0
1259,Escola Pública,ALUNO-1260,1,C,Não,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,8.9,7.5,9.0,7.2,7.3,5.0
1260,Rede Decisão/União,ALUNO-1261,5,G,Não,5.4,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,7.5,3.13,6.6,6.41,5.2,10.0
1261,Escola Pública,ALUNO-1262,4,A,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,9.0,7.5,2.6,8.0,8.0,5.0
1263,Escola Pública,ALUNO-1264,1,H,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",10.0,8.4,7.5,9.5,7.9,7.4,5.0
1264,Escola Pública,ALUNO-1265,4,B,Não,8.1,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,9.9,7.5,7.6,8.7,8.0,5.0
1265,Escola Pública,ALUNO-1266,2,R,Não,7.4,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.7,5.0,7.5,7.2,8.22,5.0
1269,Escola Pública,ALUNO-1270,2,E,Não,7.4,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",8.5,6.5,7.5,6.0,7.7,7.8,10.0
1273,Escola Pública,ALUNO-1274,4,A,Sim,7.9,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.17,8.4,7.5,7.3,8.9,8.6,5.0
1274,Escola Pública,ALUNO-1275,1,G,Não,8.7,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,8.5,7.5,10.0,7.1,7.7,10.0
1276,Escola Pública,ALUNO-1277,3,E,Sim,7.6,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.08,5.9,5.0,7.6,8.9,9.1,10.0
1277,Escola Pública,ALUNO-1278,0,H,Não,7.31,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,10.0,7.5,10.0,2.5,4.58,5.0
1280,Escola Pública,ALUNO-1281,7,A,Sim,8.3,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,9.1,7.5,6.8,8.3,9.1,10.0
1281,Rede Decisão/União,ALUNO-1282,0,A,Não,6.3,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.9,8.8,2.5,8.5,2.5,2.7,10.0
1283,Escola Pública,ALUNO-1284,5,A,Não,6.7,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.75,8.6,7.5,4.3,7.7,6.5,5.0
1284,Escola Pública,ALUNO-1285,0,H,Não,8.61,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.0,9.9,7.5,9.0,7.8,7.0,10.0
1286,Escola Pública,ALUNO-1287,0,A,Não,7.16,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,10.0,7.5,8.5,2.5,5.58,5.0
1287,Rede Decisão/União,ALUNO-1288,6,B,Não,6.7,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",0.0,7.8,7.5,6.0,7.1,7.4,10.0
1288,Escola Pública,ALUNO-1289,2,L,Não,6.1,Ágata,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,7.1,7.5,3.0,6.6,6.6,5.0
1290,Escola Pública,ALUNO-1291,1,K,Não,8.0,Ametista,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",6.9,6.9,7.5,10.0,7.2,7.5,10.0
1291,Escola Pública,ALUNO-1292,2,P,Não,8.9,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",10.0,9.4,7.5,9.0,8.7,8.2,10.0
1292,Escola Pública,ALUNO-1293,2,C,Não,3.8,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",0.0,1.1,7.5,0.0,7.7,8.0,5.0
1293,Escola Pública,ALUNO-1294,6,B,Não,4.4,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,2.8,5.0,0.0,6.2,5.0,10.0
1295,Escola Pública,ALUNO-1296,1,A,Não,6.8,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.5,8.7,5.63,5.7,5.9,7.2,5.0
1296,Escola Pública,ALUNO-1297,7,B,Não,7.0,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",7.92,8.3,6.88,5.6,7.5,7.7,5.0
1297,Escola Pública,ALUNO-1298,0,F,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,9.9,7.5,9.0,7.5,6.5,10.0
1298,Rede Decisão/União,ALUNO-1299,6,A,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.92,8.5,7.5,5.1,8.3,8.5,10.0
1301,Escola Pública,ALUNO-1302,1,R,Não,4.3,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,0.9,7.5,0.0,7.0,6.9,5.0
1302,Escola Pública,ALUNO-1303,2,H,Não,6.2,Ágata,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.9,4.38,3.0,5.0,8.5,5.0
1308,Escola Pública,ALUNO-1309,7,A,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",7.5,8.0,7.5,6.8,8.0,8.0,10.0
1312,Escola Pública,ALUNO-1313,3,H,Não,5.1,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,5.2,5.0,2.1,7.5,5.6,5.0
1314,Rede Decisão/União,ALUNO-1315,2,B,Não,5.6,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.0,6.9,5.0,4.5,3.7,5.9,5.0
1315,Escola Pública,ALUNO-1316,0,B,Não,8.5,Topázio,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.5,10.0,7.5,10.0,7.5,7.7,5.0
1318,Escola Pública,ALUNO-1319,1,J,Não,7.8,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.42,9.2,6.88,10.0,7.2,7.5,5.0
1322,Escola Pública,ALUNO-1323,1,N,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,9.1,4.38,10.0,7.9,8.0,5.0
1323,Escola Pública,ALUNO-1324,1,K,Não,8.0,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Seu destaque em 2020: As suas boas notas na Passos Mágicos,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",9.0,7.9,7.5,10.0,7.7,7.5,5.0
1324,Escola Pública,ALUNO-1325,2,M,Não,5.3,Quartzo,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",6.92,8.3,5.0,0.0,6.5,6.5,5.0
1327,Rede Decisão/União,ALUNO-1328,2,G,Sim,7.2,Ametista,"Seu destaque em 2020: A sua boa entrega das lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos,",9.5,8.7,7.5,1.5,8.0,8.67,10.0
1335,Escola Pública,ALUNO-1336,3,R,Não,5.5,Quartzo,"Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa,","Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações,","Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos,",8.33,4.0,7.5,3.6,8.0,5.7,5.0
